Company Owner,Allocation Date,Segment,Firmable ID,Company,Website,Priority,ICP Score,Industry Tier,Sub-segment,Velocity,Coverage Motion,ANZ Signal,SEA Presence,In SG,In MY,In ID,In PH,HQ,Account Type,Org Size,B2B Type,Industry,APAC Sales HC,AU Sales,NZ Emp,SG Sales,MY Sales,ID Sales,PH Sales,HK Sales,JP Sales
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000365682,Rackspace Technology,rackspace.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, IT consulting and support services",15,9,—,2,—,—,—,3,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001748301,Rakuten Advertising,rakutenadvertising.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Internet services and web portals, Marketing and advertising services",19,12,—,5,—,—,—,—,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001446376,Rapid7,rapid7.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",37,17,1,10,—,1,—,—,9
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001671282,Recorded Future,recordedfuture.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Data analytics or artificial intelligence",28,7,—,10,—,—,—,—,11
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000357083,Redis,redis.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Hosting and cloud infrastructure",16,1,—,11,—,4,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000819611,Ribbon,ribboncommunications.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Telecommunications services, Hosting and cloud infrastructure",20,4,—,4,1,1,3,2,5
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000497010,Rimini Street,riministreet.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",32,16,3,3,1,—,—,—,12
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000000499559,"RipeConcepts, Inc.",ripeconcepts.com,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA,ANZ,Yes,,,,Yes,US,Non-SEA HQ (APAC presence),201-500 employees,b2b,"Computer software, Design services (creative and digital)",10,—,1,—,—,—,10,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001607442,Rippling,rippling.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Human resources services",34,32,2,—,—,2,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001235085,"Riskonnect, Inc.",riskonnect.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Business support services",10,8,—,1,—,—,1,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000387556,Riverbed Technology,riverbed.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",15,9,—,4,—,—,—,—,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000375091,Rocket Software,rocketsoftware.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bvsb2c-no-data,"Hosting and cloud infrastructure, IT consulting and support services",13,8,—,4,—,—,—,1,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001435363,Rubrik,rubrik.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",33,9,—,4,2,4,2,—,12
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000611080,SAIC,saic.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, IT consulting and support services",10,6,1,—,1,1,1,—,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001672453,SANS Institute,sans.org,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),11-50 employees,b2bc,"Cybersecurity, Professional training and coaching",14,3,1,4,—,—,5,—,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001469120,SHI International Corp.,shi.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, IT consulting and support services",21,2,—,10,—,4,—,5,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000625129,SS&C Blue Prism,blueprism.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",20,8,—,3,—,—,—,1,8
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000516837,SS&C Intralinks,intralinks.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Financial technology (fintech)",62,16,—,19,—,1,—,11,15
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001635739,SailPoint,sailpoint.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",45,17,3,14,—,—,1,3,10
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000000180851,Secret,joinsecret.com,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,Yes,FR,Non-SEA HQ (APAC presence),201-500 employees,b2bc,"Internet services and web portals, Business support services",21,7,2,—,—,5,5,3,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001437312,SecurityScorecard,securityscorecard.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Cybersecurity, Security and investigation services",15,2,—,4,2,4,—,—,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001468846,Segment,segment.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Internet services and web portals, Data analytics or artificial intelligence",14,10,1,1,—,—,3,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001636327,Semrush,semrush.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Marketing and advertising services",11,6,—,2,1,2,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001437408,SentinelOne,sentinelone.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Data analytics or artificial intelligence",21,12,—,2,3,1,—,—,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001468985,SevenRooms,sevenrooms.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2bc,"Food and beverage services, Computer software",27,20,—,5,—,—,—,2,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast Local,f000001437636,Shiji Group,shijigroup.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,SG,SEA HQ,51-200 employees,b2b,"Accommodation and lodging, Computer software",0,5,—,5,2,1,2,4,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001661309,Silverfort,silverfort.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,Cybersecurity,10,4,—,6,—,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001486813,Similarweb,similarweb.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Internet services and web portals, Data analytics or artificial intelligence",35,3,1,24,—,—,—,—,8
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000798426,Skyhigh Security,skyhighsecurity.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",13,3,2,3,2,1,—,—,4
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000787015,Slack,slack.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Internet services and web portals",35,15,4,4,—,—,1,—,15
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001469611,Smartsheet,smartsheet.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Business support services",56,40,—,—,—,—,9,—,7
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001663748,Snyk,snyk.io,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Cybersecurity, Data analytics or artificial intelligence",13,9,1,2,—,1,—,—,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001462147,SonicWall,sonicwall.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2bvsb2c-no-data,"Cybersecurity, Computer software",12,3,—,1,—,—,—,2,6
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000000844982,Spectrum,sc.nz,P1 - Strategic,Very High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,,NZ,Non-SEA HQ (APAC presence),201-500 employees,b2bvsb2c-no-data,"Hosting and cloud infrastructure, IT consulting and support services",25,2,26,—,—,22,—,—,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000160938,Sprinklr,sprinklr.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Marketing and advertising services",29,13,—,10,—,—,—,1,5
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001531468,"Sprout Social, Inc.",sproutsocial.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Marketing and advertising services",27,10,—,16,—,1,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000000162285,Square,squareup.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,,US,Non-SEA HQ (APAC presence),201-500 employees,b2b,"Computer software, Financial technology (fintech)",125,99,1,—,—,1,—,—,25
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001452082,Sumo Logic,sumologic.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,Yes,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Data analytics or artificial intelligence",16,7,2,6,—,1,1,—,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001642507,Supermicro,supermicro.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer hardware manufacturing, Hosting and cloud infrastructure",27,1,—,2,2,3,—,—,19
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001492211,Symark Software,beyondtrust.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bvsb2c-no-data,"Cybersecurity, IT consulting and support services",19,10,—,7,—,2,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001463562,SymphonyAI,symphonyai.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",10,5,2,2,3,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000785712,TIBCO,tibco.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",11,3,—,1,1,—,—,1,5
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast Local,f000001586709,TRT,trt.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,Yes,,Yes,SG,SEA HQ,51-200 employees,b2b,"Cybersecurity, IT consulting and support services",0,2,6,2,1,—,13,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast Local,f000000975183,TabSquare - Restaurant Self Ordering Platform,tabsquare.ai,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,Yes,Yes,Yes,SG,SEA HQ,51-200 employees,b2b,"Food and beverage services, Computer software",0,1,—,8,3,1,1,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001074988,Tableau,tableau.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",70,14,1,20,1,1,2,2,30
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000077561,Tanium,tanium.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, IT consulting and support services",35,4,—,2,1,1,—,—,27
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001519854,Tealium,tealium.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",12,8,—,4,—,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast Local,f000001076276,Tectura,tectura.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,SG,SEA HQ,51-200 employees,b2b,"Computer software, IT consulting and support services",0,1,—,1,—,—,—,1,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001520044,Tenable,tenable.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,Cybersecurity,33,10,2,10,2,1,6,1,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001612320,Terumo Medical Corporation,terumomedical.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Medical devices and equipment manufacturing",20,16,3,—,—,2,1,—,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001582246,"TiDB, powered by PingCAP",pingcap.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Hosting and cloud infrastructure",15,—,1,6,—,—,—,—,9
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001381756,Toast,pos.toasttab.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Financial technology (fintech)",10,9,2,—,—,1,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001732854,Toshiba Global Commerce Solutions,commerce.toshiba.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Business & office supplies and equipment",12,4,—,3,—,—,5,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001444183,Tradeweb,tradeweb.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Computer software, Financial technology (fintech)",21,4,—,7,—,—,4,5,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000001473966,TransUnion,transunion.com,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,Yes,US,Non-SEA HQ (APAC presence),201-500 employees,b2bc,"Cybersecurity, Financial technology (fintech)",12,1,—,—,—,1,6,4,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001220717,Tricentis,tricentis.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",49,10,1,11,1,1,19,—,7
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001221307,Tripadvisor,tripadvisor.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bvsb2c-no-data,"Leisure, travel and tourism, Internet services and web portals",28,5,1,18,—,1,—,—,4
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000006691377,Tungsten Automation,copitrak.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",23,7,—,10,4,1,—,1,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000747537,Tungsten Automation,tungstenautomation.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Data analytics or artificial intelligence",17,6,—,5,2,—,—,1,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001444544,Turnitin,turnitin.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"E-learning and online education, Computer software",23,4,—,1,2,6,8,—,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001086557,Typo,typoapp.io,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Data analytics or artificial intelligence",17,15,1,1,1,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001745739,Unity,unity.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bvsb2c-no-data,"High-tech manufacturing, Computer software",32,—,6,12,—,—,—,2,18
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast Local,f000001109881,Univers,univers.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,SG,SEA HQ,51-200 employees,b2bvsb2c-no-data,"Computer software, Renewable energy",0,1,—,10,1,—,—,2,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001251927,UpGuard,upguard.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, IT consulting and support services",11,10,1,—,—,—,1,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000824405,VIAVI Solutions,viavisolutions.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Cybersecurity, Telecommunications services",32,2,—,17,3,3,—,3,4
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001527060,Vanta,vanta.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",34,32,—,1,—,—,1,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001587424,Varonis,varonis.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",14,10,—,2,—,—,—,—,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001383287,Veritas Technologies LLC,veritas.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",25,3,—,7,2,—,—,3,10
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001268086,Verkada,verkada.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, IT consulting and support services",52,32,2,8,—,1,—,—,11
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001663263,Vonage,vonage.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Telecommunications services",24,2,—,18,—,2,—,1,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001502439,WP Engine,wpengine.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Internet services and web portals, IT consulting and support services",14,12,—,1,—,1,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001620077,WalkMeâ„¢,walkme.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",17,7,1,6,—,—,—,—,4
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001279757,Wasabi Technologies,wasabi.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Data analytics or artificial intelligence, Hosting and cloud infrastructure",11,6,—,3,—,—,—,1,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001597023,WatchGuard Technologies,watchguard.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Cybersecurity, Computer software",12,4,1,3,1,—,—,2,2
